"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Poland (PL)","01.01.2016 00:00 - 01.01.2016 01:00 (UTC)","112","0"
"Poland (PL)","01.01.2016 01:00 - 01.01.2016 02:00 (UTC)","112","0"
"Poland (PL)","01.01.2016 02:00 - 01.01.2016 03:00 (UTC)","112","0"
"Poland (PL)","01.01.2016 03:00 - 01.01.2016 04:00 (UTC)","112","0"
"Poland (PL)","01.01.2016 04:00 - 01.01.2016 05:00 (UTC)","111","0"
"Poland (PL)","01.01.2016 05:00 - 01.01.2016 06:00 (UTC)","111","0"
"Poland (PL)","01.01.2016 06:00 - 01.01.2016 07:00 (UTC)","111","0"
"Poland (PL)","01.01.2016 07:00 - 01.01.2016 08:00 (UTC)","121","0"
"Poland (PL)","01.01.2016 08:00 - 01.01.2016 09:00 (UTC)","138","0"
"Poland (PL)","01.01.2016 09:00 - 01.01.2016 10:00 (UTC)","140","0"
"Poland (PL)","01.01.2016 10:00 - 01.01.2016 11:00 (UTC)","139","0"
"Poland (PL)","01.01.2016 11:00 - 01.01.2016 12:00 (UTC)","137","0"
"Poland (PL)","01.01.2016 12:00 - 01.01.2016 13:00 (UTC)","121","0"
"Poland (PL)","01.01.2016 13:00 - 01.01.2016 14:00 (UTC)","120","0"
"Poland (PL)","01.01.2016 14:00 - 01.01.2016 15:00 (UTC)","117","0"
"Poland (PL)","01.01.2016 15:00 - 01.01.2016 16:00 (UTC)","132","50"
"Poland (PL)","01.01.2016 16:00 - 01.01.2016 17:00 (UTC)","162","57"
"Poland (PL)","01.01.2016 17:00 - 01.01.2016 18:00 (UTC)","163","7"
"Poland (PL)","01.01.2016 18:00 - 01.01.2016 19:00 (UTC)","150","0"
"Poland (PL)","01.01.2016 19:00 - 01.01.2016 20:00 (UTC)","147","0"
"Poland (PL)","01.01.2016 20:00 - 01.01.2016 21:00 (UTC)","148","0"
"Poland (PL)","01.01.2016 21:00 - 01.01.2016 22:00 (UTC)","123","0"
"Poland (PL)","01.01.2016 22:00 - 01.01.2016 23:00 (UTC)","109","0"
"Poland (PL)","01.01.2016 23:00 - 02.01.2016 00:00 (UTC)","110","0"
"Poland (PL)","02.01.2016 00:00 - 02.01.2016 01:00 (UTC)","110","0"
"Poland (PL)","02.01.2016 01:00 - 02.01.2016 02:00 (UTC)","110","0"
