"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Romania (RO)","07.01.2016 23:00 - 08.01.2016 00:00 (UTC)","174","299"
"Romania (RO)","08.01.2016 00:00 - 08.01.2016 01:00 (UTC)","171","381"
"Romania (RO)","08.01.2016 01:00 - 08.01.2016 02:00 (UTC)","172","325"
"Romania (RO)","08.01.2016 02:00 - 08.01.2016 03:00 (UTC)","171","231"
"Romania (RO)","08.01.2016 03:00 - 08.01.2016 04:00 (UTC)","172","317"
"Romania (RO)","08.01.2016 04:00 - 08.01.2016 05:00 (UTC)","386","471"
"Romania (RO)","08.01.2016 05:00 - 08.01.2016 06:00 (UTC)","672","740"
"Romania (RO)","08.01.2016 06:00 - 08.01.2016 07:00 (UTC)","804","926"
"Romania (RO)","08.01.2016 07:00 - 08.01.2016 08:00 (UTC)","999","1042"
"Romania (RO)","08.01.2016 08:00 - 08.01.2016 09:00 (UTC)","777","925"
"Romania (RO)","08.01.2016 09:00 - 08.01.2016 10:00 (UTC)","798","834"
"Romania (RO)","08.01.2016 10:00 - 08.01.2016 11:00 (UTC)","799","925"
"Romania (RO)","08.01.2016 11:00 - 08.01.2016 12:00 (UTC)","686","798"
"Romania (RO)","08.01.2016 12:00 - 08.01.2016 13:00 (UTC)","838","687"
"Romania (RO)","08.01.2016 13:00 - 08.01.2016 14:00 (UTC)","923","785"
"Romania (RO)","08.01.2016 14:00 - 08.01.2016 15:00 (UTC)","1071","1061"
"Romania (RO)","08.01.2016 15:00 - 08.01.2016 16:00 (UTC)","1167","1376"
"Romania (RO)","08.01.2016 16:00 - 08.01.2016 17:00 (UTC)","914","1421"
"Romania (RO)","08.01.2016 17:00 - 08.01.2016 18:00 (UTC)","899","1271"
"Romania (RO)","08.01.2016 18:00 - 08.01.2016 19:00 (UTC)","917","1006"
"Romania (RO)","08.01.2016 19:00 - 08.01.2016 20:00 (UTC)","784","915"
"Romania (RO)","08.01.2016 20:00 - 08.01.2016 21:00 (UTC)","780","722"
"Romania (RO)","08.01.2016 21:00 - 08.01.2016 22:00 (UTC)","527","486"
"Romania (RO)","08.01.2016 22:00 - 08.01.2016 23:00 (UTC)","326","347"
"Romania (RO)","08.01.2016 23:00 - 09.01.2016 00:00 (UTC)","205","422"
