"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Norway (NO)","03.01.2016 20:00 - 03.01.2016 21:00 (UTC)","1302","17512"
"Norway (NO)","03.01.2016 21:00 - 03.01.2016 22:00 (UTC)","1298","16442"
"Norway (NO)","03.01.2016 22:00 - 03.01.2016 23:00 (UTC)","1300","14943"
"Norway (NO)","03.01.2016 23:00 - 04.01.2016 00:00 (UTC)","1239","14443"
"Norway (NO)","04.01.2016 00:00 - 04.01.2016 01:00 (UTC)","1248","14369"
"Norway (NO)","04.01.2016 01:00 - 04.01.2016 02:00 (UTC)","1250","14168"
"Norway (NO)","04.01.2016 02:00 - 04.01.2016 03:00 (UTC)","1247","14219"
"Norway (NO)","04.01.2016 03:00 - 04.01.2016 04:00 (UTC)","1244","14434"
"Norway (NO)","04.01.2016 04:00 - 04.01.2016 05:00 (UTC)","1236","15339"
"Norway (NO)","04.01.2016 05:00 - 04.01.2016 06:00 (UTC)","1268","17859"
"Norway (NO)","04.01.2016 06:00 - 04.01.2016 07:00 (UTC)","1273","21469"
"Norway (NO)","04.01.2016 07:00 - 04.01.2016 08:00 (UTC)","1289","22670"
"Norway (NO)","04.01.2016 08:00 - 04.01.2016 09:00 (UTC)","1293","22980"
"Norway (NO)","04.01.2016 09:00 - 04.01.2016 10:00 (UTC)","1298","22864"
"Norway (NO)","04.01.2016 10:00 - 04.01.2016 11:00 (UTC)","1296","22620"
"Norway (NO)","04.01.2016 11:00 - 04.01.2016 12:00 (UTC)","1290","22227"
"Norway (NO)","04.01.2016 12:00 - 04.01.2016 13:00 (UTC)","1293","22160"
"Norway (NO)","04.01.2016 13:00 - 04.01.2016 14:00 (UTC)","1292","22150"
"Norway (NO)","04.01.2016 14:00 - 04.01.2016 15:00 (UTC)","1296","22605"
"Norway (NO)","04.01.2016 15:00 - 04.01.2016 16:00 (UTC)","1310","23378"
"Norway (NO)","04.01.2016 16:00 - 04.01.2016 17:00 (UTC)","1303","23217"
"Norway (NO)","04.01.2016 17:00 - 04.01.2016 18:00 (UTC)","1302","22240"
"Norway (NO)","04.01.2016 18:00 - 04.01.2016 19:00 (UTC)","1303","21549"
"Norway (NO)","04.01.2016 19:00 - 04.01.2016 20:00 (UTC)","1294","20553"
"Norway (NO)","04.01.2016 20:00 - 04.01.2016 21:00 (UTC)","1291","19860"
"Norway (NO)","04.01.2016 21:00 - 04.01.2016 22:00 (UTC)","1291","18689"
"Norway (NO)","04.01.2016 22:00 - 04.01.2016 23:00 (UTC)","1285","17385"
"Norway (NO)","04.01.2016 23:00 - 05.01.2016 00:00 (UTC)","1279","17480"
"Norway (NO)","05.01.2016 00:00 - 05.01.2016 01:00 (UTC)","1296","17305"
"Norway (NO)","05.01.2016 01:00 - 05.01.2016 02:00 (UTC)","1296","17130"
"Norway (NO)","05.01.2016 02:00 - 05.01.2016 03:00 (UTC)","1291","17134"
"Norway (NO)","05.01.2016 03:00 - 05.01.2016 04:00 (UTC)","1283","17512"
"Norway (NO)","05.01.2016 04:00 - 05.01.2016 05:00 (UTC)","1287","18362"
"Norway (NO)","05.01.2016 05:00 - 05.01.2016 06:00 (UTC)","1295","20035"
"Norway (NO)","05.01.2016 06:00 - 05.01.2016 07:00 (UTC)","1299","22658"
"Norway (NO)","05.01.2016 07:00 - 05.01.2016 08:00 (UTC)","1298","23549"
"Norway (NO)","05.01.2016 08:00 - 05.01.2016 09:00 (UTC)","1300","23468"
"Norway (NO)","05.01.2016 09:00 - 05.01.2016 10:00 (UTC)","1301","23520"
"Norway (NO)","05.01.2016 10:00 - 05.01.2016 11:00 (UTC)","1308","23509"
"Norway (NO)","05.01.2016 11:00 - 05.01.2016 12:00 (UTC)","1303","23373"
"Norway (NO)","05.01.2016 12:00 - 05.01.2016 13:00 (UTC)","1286","23193"
"Norway (NO)","05.01.2016 13:00 - 05.01.2016 14:00 (UTC)","1288","23368"
"Norway (NO)","05.01.2016 14:00 - 05.01.2016 15:00 (UTC)","1297","23473"
"Norway (NO)","05.01.2016 15:00 - 05.01.2016 16:00 (UTC)","1321","24210"
"Norway (NO)","05.01.2016 16:00 - 05.01.2016 17:00 (UTC)","1310","24180"
"Norway (NO)","05.01.2016 17:00 - 05.01.2016 18:00 (UTC)","1302","24027"
"Norway (NO)","05.01.2016 18:00 - 05.01.2016 19:00 (UTC)","1302","23800"
"Norway (NO)","05.01.2016 19:00 - 05.01.2016 20:00 (UTC)","1299","23056"
"Norway (NO)","05.01.2016 20:00 - 05.01.2016 21:00 (UTC)","1312","22642"
"Norway (NO)","05.01.2016 21:00 - 05.01.2016 22:00 (UTC)","1294","21813"
"Norway (NO)","05.01.2016 22:00 - 05.01.2016 23:00 (UTC)","1290","20420"
"Norway (NO)","05.01.2016 23:00 - 06.01.2016 00:00 (UTC)","1268","20422"
"Norway (NO)","06.01.2016 00:00 - 06.01.2016 01:00 (UTC)","1287","20211"
"Norway (NO)","06.01.2016 01:00 - 06.01.2016 02:00 (UTC)","1294","20106"
"Norway (NO)","06.01.2016 02:00 - 06.01.2016 03:00 (UTC)","1295","20192"
"Norway (NO)","06.01.2016 03:00 - 06.01.2016 04:00 (UTC)","1289","20529"
"Norway (NO)","06.01.2016 04:00 - 06.01.2016 05:00 (UTC)","1288","20698"
"Norway (NO)","06.01.2016 05:00 - 06.01.2016 06:00 (UTC)","1298","21736"
"Norway (NO)","06.01.2016 06:00 - 06.01.2016 07:00 (UTC)","1323","23648"
"Norway (NO)","06.01.2016 07:00 - 06.01.2016 08:00 (UTC)","1310","24097"
"Norway (NO)","06.01.2016 08:00 - 06.01.2016 09:00 (UTC)","1299","23812"
"Norway (NO)","06.01.2016 09:00 - 06.01.2016 10:00 (UTC)","1305","23882"
"Norway (NO)","06.01.2016 10:00 - 06.01.2016 11:00 (UTC)","1306","23764"
"Norway (NO)","06.01.2016 11:00 - 06.01.2016 12:00 (UTC)","1304","23703"
"Norway (NO)","06.01.2016 12:00 - 06.01.2016 13:00 (UTC)","1308","23577"
"Norway (NO)","06.01.2016 13:00 - 06.01.2016 14:00 (UTC)","1309","24111"
"Norway (NO)","06.01.2016 14:00 - 06.01.2016 15:00 (UTC)","1322","24491"
"Norway (NO)","06.01.2016 15:00 - 06.01.2016 16:00 (UTC)","1315","24632"
"Norway (NO)","06.01.2016 16:00 - 06.01.2016 17:00 (UTC)","1312","24650"
"Norway (NO)","06.01.2016 17:00 - 06.01.2016 18:00 (UTC)","1313","24386"
"Norway (NO)","06.01.2016 18:00 - 06.01.2016 19:00 (UTC)","1333","24805"
"Norway (NO)","06.01.2016 19:00 - 06.01.2016 20:00 (UTC)","1327","24615"
"Norway (NO)","06.01.2016 20:00 - 06.01.2016 21:00 (UTC)","1314","24154"
