"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Sweden (SE)","03.01.2015 16:00 - 03.01.2015 17:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 17:00 - 03.01.2015 18:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 18:00 - 03.01.2015 19:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 19:00 - 03.01.2015 20:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 20:00 - 03.01.2015 21:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 21:00 - 03.01.2015 22:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 22:00 - 03.01.2015 23:00 (UTC)","n/e","N/A"
"Sweden (SE)","03.01.2015 23:00 - 04.01.2015 00:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 00:00 - 04.01.2015 01:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 01:00 - 04.01.2015 02:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 02:00 - 04.01.2015 03:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 03:00 - 04.01.2015 04:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 04:00 - 04.01.2015 05:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 05:00 - 04.01.2015 06:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 06:00 - 04.01.2015 07:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 07:00 - 04.01.2015 08:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 08:00 - 04.01.2015 09:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 09:00 - 04.01.2015 10:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 10:00 - 04.01.2015 11:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 11:00 - 04.01.2015 12:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 12:00 - 04.01.2015 13:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 13:00 - 04.01.2015 14:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 14:00 - 04.01.2015 15:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 15:00 - 04.01.2015 16:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 16:00 - 04.01.2015 17:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 17:00 - 04.01.2015 18:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 18:00 - 04.01.2015 19:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 19:00 - 04.01.2015 20:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 20:00 - 04.01.2015 21:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 21:00 - 04.01.2015 22:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 22:00 - 04.01.2015 23:00 (UTC)","n/e","N/A"
"Sweden (SE)","04.01.2015 23:00 - 05.01.2015 00:00 (UTC)","n/e","4988"
"Sweden (SE)","05.01.2015 00:00 - 05.01.2015 01:00 (UTC)","n/e","4917"
"Sweden (SE)","05.01.2015 01:00 - 05.01.2015 02:00 (UTC)","n/e","4903"
"Sweden (SE)","05.01.2015 02:00 - 05.01.2015 03:00 (UTC)","n/e","4952"
"Sweden (SE)","05.01.2015 03:00 - 05.01.2015 04:00 (UTC)","n/e","5164"
"Sweden (SE)","05.01.2015 04:00 - 05.01.2015 05:00 (UTC)","n/e","6033"
"Sweden (SE)","05.01.2015 05:00 - 05.01.2015 06:00 (UTC)","n/e","7387"
"Sweden (SE)","05.01.2015 06:00 - 05.01.2015 07:00 (UTC)","n/e","9668"
"Sweden (SE)","05.01.2015 07:00 - 05.01.2015 08:00 (UTC)","n/e","10997"
"Sweden (SE)","05.01.2015 08:00 - 05.01.2015 09:00 (UTC)","n/e","10631"
"Sweden (SE)","05.01.2015 09:00 - 05.01.2015 10:00 (UTC)","n/e","10596"
"Sweden (SE)","05.01.2015 10:00 - 05.01.2015 11:00 (UTC)","n/e","10733"
"Sweden (SE)","05.01.2015 11:00 - 05.01.2015 12:00 (UTC)","n/e","10954"
"Sweden (SE)","05.01.2015 12:00 - 05.01.2015 13:00 (UTC)","n/e","10839"
"Sweden (SE)","05.01.2015 13:00 - 05.01.2015 14:00 (UTC)","n/e","10521"
"Sweden (SE)","05.01.2015 14:00 - 05.01.2015 15:00 (UTC)","n/e","11209"
"Sweden (SE)","05.01.2015 15:00 - 05.01.2015 16:00 (UTC)","n/e","11172"
"Sweden (SE)","05.01.2015 16:00 - 05.01.2015 17:00 (UTC)","n/e","11470"
"Sweden (SE)","05.01.2015 17:00 - 05.01.2015 18:00 (UTC)","n/e","11450"
"Sweden (SE)","05.01.2015 18:00 - 05.01.2015 19:00 (UTC)","n/e","11134"
"Sweden (SE)","05.01.2015 19:00 - 05.01.2015 20:00 (UTC)","n/e","11191"
"Sweden (SE)","05.01.2015 20:00 - 05.01.2015 21:00 (UTC)","n/e","11092"
"Sweden (SE)","05.01.2015 21:00 - 05.01.2015 22:00 (UTC)","n/e","10252"
"Sweden (SE)","05.01.2015 22:00 - 05.01.2015 23:00 (UTC)","n/e","8588"
"Sweden (SE)","05.01.2015 23:00 - 06.01.2015 00:00 (UTC)","n/e","6281"
"Sweden (SE)","06.01.2015 00:00 - 06.01.2015 01:00 (UTC)","n/e","5818"
"Sweden (SE)","06.01.2015 01:00 - 06.01.2015 02:00 (UTC)","n/e","5751"
"Sweden (SE)","06.01.2015 02:00 - 06.01.2015 03:00 (UTC)","n/e","5680"
"Sweden (SE)","06.01.2015 03:00 - 06.01.2015 04:00 (UTC)","n/e","5822"
"Sweden (SE)","06.01.2015 04:00 - 06.01.2015 05:00 (UTC)","n/e","6184"
"Sweden (SE)","06.01.2015 05:00 - 06.01.2015 06:00 (UTC)","n/e","7308"
"Sweden (SE)","06.01.2015 06:00 - 06.01.2015 07:00 (UTC)","n/e","9128"
"Sweden (SE)","06.01.2015 07:00 - 06.01.2015 08:00 (UTC)","n/e","9706"
"Sweden (SE)","06.01.2015 08:00 - 06.01.2015 09:00 (UTC)","n/e","9700"
"Sweden (SE)","06.01.2015 09:00 - 06.01.2015 10:00 (UTC)","n/e","9679"
"Sweden (SE)","06.01.2015 10:00 - 06.01.2015 11:00 (UTC)","n/e","9522"
"Sweden (SE)","06.01.2015 11:00 - 06.01.2015 12:00 (UTC)","n/e","9325"
"Sweden (SE)","06.01.2015 12:00 - 06.01.2015 13:00 (UTC)","n/e","9060"
"Sweden (SE)","06.01.2015 13:00 - 06.01.2015 14:00 (UTC)","n/e","9120"
"Sweden (SE)","06.01.2015 14:00 - 06.01.2015 15:00 (UTC)","n/e","9562"
"Sweden (SE)","06.01.2015 15:00 - 06.01.2015 16:00 (UTC)","n/e","10052"
"Sweden (SE)","06.01.2015 16:00 - 06.01.2015 17:00 (UTC)","n/e","10115"
"Sweden (SE)","06.01.2015 17:00 - 06.01.2015 18:00 (UTC)","n/e","9710"
"Sweden (SE)","06.01.2015 18:00 - 06.01.2015 19:00 (UTC)","n/e","9127"
"Sweden (SE)","06.01.2015 19:00 - 06.01.2015 20:00 (UTC)","n/e","8413"
"Sweden (SE)","06.01.2015 20:00 - 06.01.2015 21:00 (UTC)","n/e","7247"
"Sweden (SE)","06.01.2015 21:00 - 06.01.2015 22:00 (UTC)","n/e","6275"
"Sweden (SE)","06.01.2015 22:00 - 06.01.2015 23:00 (UTC)","n/e","5255"
"Sweden (SE)","06.01.2015 23:00 - 07.01.2015 00:00 (UTC)","n/e","3942"
"Sweden (SE)","07.01.2015 00:00 - 07.01.2015 01:00 (UTC)","n/e","3851"
"Sweden (SE)","07.01.2015 01:00 - 07.01.2015 02:00 (UTC)","n/e","3824"
"Sweden (SE)","07.01.2015 02:00 - 07.01.2015 03:00 (UTC)","n/e","3829"
"Sweden (SE)","07.01.2015 03:00 - 07.01.2015 04:00 (UTC)","n/e","4052"
"Sweden (SE)","07.01.2015 04:00 - 07.01.2015 05:00 (UTC)","n/e","4663"
"Sweden (SE)","07.01.2015 05:00 - 07.01.2015 06:00 (UTC)","n/e","7145"
"Sweden (SE)","07.01.2015 06:00 - 07.01.2015 07:00 (UTC)","n/e","10070"
"Sweden (SE)","07.01.2015 07:00 - 07.01.2015 08:00 (UTC)","n/e","11024"
"Sweden (SE)","07.01.2015 08:00 - 07.01.2015 09:00 (UTC)","n/e","11127"
"Sweden (SE)","07.01.2015 09:00 - 07.01.2015 10:00 (UTC)","n/e","11082"
"Sweden (SE)","07.01.2015 10:00 - 07.01.2015 11:00 (UTC)","n/e","11046"
"Sweden (SE)","07.01.2015 11:00 - 07.01.2015 12:00 (UTC)","n/e","11072"
"Sweden (SE)","07.01.2015 12:00 - 07.01.2015 13:00 (UTC)","n/e","11079"
"Sweden (SE)","07.01.2015 13:00 - 07.01.2015 14:00 (UTC)","n/e","11191"
"Sweden (SE)","07.01.2015 14:00 - 07.01.2015 15:00 (UTC)","n/e","11498"
"Sweden (SE)","07.01.2015 15:00 - 07.01.2015 16:00 (UTC)","n/e","11551"
"Sweden (SE)","07.01.2015 16:00 - 07.01.2015 17:00 (UTC)","n/e","11501"
"Sweden (SE)","07.01.2015 17:00 - 07.01.2015 18:00 (UTC)","n/e","11445"
"Sweden (SE)","07.01.2015 18:00 - 07.01.2015 19:00 (UTC)","n/e","11004"
"Sweden (SE)","07.01.2015 19:00 - 07.01.2015 20:00 (UTC)","n/e","9633"
"Sweden (SE)","07.01.2015 20:00 - 07.01.2015 21:00 (UTC)","n/e","8160"
