"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Portugal (PT)","06.01.2016 22:00 - 06.01.2016 23:00 (UTC)","861","1145"
"Portugal (PT)","06.01.2016 23:00 - 07.01.2016 00:00 (UTC)","902","927"
"Portugal (PT)","07.01.2016 00:00 - 07.01.2016 01:00 (UTC)","1172","330"
"Portugal (PT)","07.01.2016 01:00 - 07.01.2016 02:00 (UTC)","1132","373"
"Portugal (PT)","07.01.2016 02:00 - 07.01.2016 03:00 (UTC)","1067","370"
"Portugal (PT)","07.01.2016 03:00 - 07.01.2016 04:00 (UTC)","821","382"
"Portugal (PT)","07.01.2016 04:00 - 07.01.2016 05:00 (UTC)","805","365"
"Portugal (PT)","07.01.2016 05:00 - 07.01.2016 06:00 (UTC)","794","379"
"Portugal (PT)","07.01.2016 06:00 - 07.01.2016 07:00 (UTC)","962","883"
"Portugal (PT)","07.01.2016 07:00 - 07.01.2016 08:00 (UTC)","1025","981"
"Portugal (PT)","07.01.2016 08:00 - 07.01.2016 09:00 (UTC)","1265","1064"
"Portugal (PT)","07.01.2016 09:00 - 07.01.2016 10:00 (UTC)","1292","1105"
"Portugal (PT)","07.01.2016 10:00 - 07.01.2016 11:00 (UTC)","1311","1065"
"Portugal (PT)","07.01.2016 11:00 - 07.01.2016 12:00 (UTC)","1250","886"
"Portugal (PT)","07.01.2016 12:00 - 07.01.2016 13:00 (UTC)","1460","905"
"Portugal (PT)","07.01.2016 13:00 - 07.01.2016 14:00 (UTC)","1350","839"
"Portugal (PT)","07.01.2016 14:00 - 07.01.2016 15:00 (UTC)","1597","942"
"Portugal (PT)","07.01.2016 15:00 - 07.01.2016 16:00 (UTC)","1670","958"
"Portugal (PT)","07.01.2016 16:00 - 07.01.2016 17:00 (UTC)","1682","959"
"Portugal (PT)","07.01.2016 17:00 - 07.01.2016 18:00 (UTC)","2033","976"
"Portugal (PT)","07.01.2016 18:00 - 07.01.2016 19:00 (UTC)","2127","957"
"Portugal (PT)","07.01.2016 19:00 - 07.01.2016 20:00 (UTC)","2154","1064"
"Portugal (PT)","07.01.2016 20:00 - 07.01.2016 21:00 (UTC)","2270","1032"
"Portugal (PT)","07.01.2016 21:00 - 07.01.2016 22:00 (UTC)","2170","964"
"Portugal (PT)","07.01.2016 22:00 - 07.01.2016 23:00 (UTC)","2083","882"
"Portugal (PT)","07.01.2016 23:00 - 08.01.2016 00:00 (UTC)","1955","1155"
"Portugal (PT)","08.01.2016 00:00 - 08.01.2016 01:00 (UTC)","1806","1063"
"Portugal (PT)","08.01.2016 01:00 - 08.01.2016 02:00 (UTC)","1512","1107"
"Portugal (PT)","08.01.2016 02:00 - 08.01.2016 03:00 (UTC)","1063","909"
"Portugal (PT)","08.01.2016 03:00 - 08.01.2016 04:00 (UTC)","908","1004"
"Portugal (PT)","08.01.2016 04:00 - 08.01.2016 05:00 (UTC)","1016","1077"
"Portugal (PT)","08.01.2016 05:00 - 08.01.2016 06:00 (UTC)","1011","1109"
"Portugal (PT)","08.01.2016 06:00 - 08.01.2016 07:00 (UTC)","1262","1093"
"Portugal (PT)","08.01.2016 07:00 - 08.01.2016 08:00 (UTC)","1316","1122"
"Portugal (PT)","08.01.2016 08:00 - 08.01.2016 09:00 (UTC)","1420","1136"
"Portugal (PT)","08.01.2016 09:00 - 08.01.2016 10:00 (UTC)","1531","1181"
"Portugal (PT)","08.01.2016 10:00 - 08.01.2016 11:00 (UTC)","1652","1172"
"Portugal (PT)","08.01.2016 11:00 - 08.01.2016 12:00 (UTC)","2026","1075"
"Portugal (PT)","08.01.2016 12:00 - 08.01.2016 13:00 (UTC)","1948","944"
"Portugal (PT)","08.01.2016 13:00 - 08.01.2016 14:00 (UTC)","2100","953"
"Portugal (PT)","08.01.2016 14:00 - 08.01.2016 15:00 (UTC)","1999","1156"
"Portugal (PT)","08.01.2016 15:00 - 08.01.2016 16:00 (UTC)","1903","1339"
"Portugal (PT)","08.01.2016 16:00 - 08.01.2016 17:00 (UTC)","2012","1356"
"Portugal (PT)","08.01.2016 17:00 - 08.01.2016 18:00 (UTC)","1921","1333"
"Portugal (PT)","08.01.2016 18:00 - 08.01.2016 19:00 (UTC)","2078","1364"
"Portugal (PT)","08.01.2016 19:00 - 08.01.2016 20:00 (UTC)","2100","1373"
"Portugal (PT)","08.01.2016 20:00 - 08.01.2016 21:00 (UTC)","1966","1297"
