"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"Czech Republic (CZ)","10.01.2015 08:00 - 10.01.2015 09:00 (CET/CEST)","49","169"
"Czech Republic (CZ)","10.01.2015 09:00 - 10.01.2015 10:00 (CET/CEST)","37","171"
"Czech Republic (CZ)","10.01.2015 10:00 - 10.01.2015 11:00 (CET/CEST)","33","361"
"Czech Republic (CZ)","10.01.2015 11:00 - 10.01.2015 12:00 (CET/CEST)","29","540"
"Czech Republic (CZ)","10.01.2015 12:00 - 10.01.2015 13:00 (CET/CEST)","29","522"
"Czech Republic (CZ)","10.01.2015 13:00 - 10.01.2015 14:00 (CET/CEST)","30","321"
"Czech Republic (CZ)","10.01.2015 14:00 - 10.01.2015 15:00 (CET/CEST)","30","369"
"Czech Republic (CZ)","10.01.2015 15:00 - 10.01.2015 16:00 (CET/CEST)","30","377"
"Czech Republic (CZ)","10.01.2015 16:00 - 10.01.2015 17:00 (CET/CEST)","28","586"
"Czech Republic (CZ)","10.01.2015 17:00 - 10.01.2015 18:00 (CET/CEST)","31","598"
"Czech Republic (CZ)","10.01.2015 18:00 - 10.01.2015 19:00 (CET/CEST)","42","591"
"Czech Republic (CZ)","10.01.2015 19:00 - 10.01.2015 20:00 (CET/CEST)","39","512"
"Czech Republic (CZ)","10.01.2015 20:00 - 10.01.2015 21:00 (CET/CEST)","33","339"
"Czech Republic (CZ)","10.01.2015 21:00 - 10.01.2015 22:00 (CET/CEST)","30","326"
"Czech Republic (CZ)","10.01.2015 22:00 - 10.01.2015 23:00 (CET/CEST)","33","184"
"Czech Republic (CZ)","10.01.2015 23:00 - 11.01.2015 00:00 (CET/CEST)","33","180"
"Czech Republic (CZ)","11.01.2015 00:00 - 11.01.2015 01:00 (CET/CEST)","86","143"
"Czech Republic (CZ)","11.01.2015 01:00 - 11.01.2015 02:00 (CET/CEST)","87","141"
"Czech Republic (CZ)","11.01.2015 02:00 - 11.01.2015 03:00 (CET/CEST)","86","143"
"Czech Republic (CZ)","11.01.2015 03:00 - 11.01.2015 04:00 (CET/CEST)","87","141"
"Czech Republic (CZ)","11.01.2015 04:00 - 11.01.2015 05:00 (CET/CEST)","86","143"
"Czech Republic (CZ)","11.01.2015 05:00 - 11.01.2015 06:00 (CET/CEST)","87","141"
"Czech Republic (CZ)","11.01.2015 06:00 - 11.01.2015 07:00 (CET/CEST)","92","148"
"Czech Republic (CZ)","11.01.2015 07:00 - 11.01.2015 08:00 (CET/CEST)","99","167"
"Czech Republic (CZ)","11.01.2015 08:00 - 11.01.2015 09:00 (CET/CEST)","97","194"
"Czech Republic (CZ)","11.01.2015 09:00 - 11.01.2015 10:00 (CET/CEST)","86","191"
"Czech Republic (CZ)","11.01.2015 10:00 - 11.01.2015 11:00 (CET/CEST)","86","189"
"Czech Republic (CZ)","11.01.2015 11:00 - 11.01.2015 12:00 (CET/CEST)","83","192"
"Czech Republic (CZ)","11.01.2015 12:00 - 11.01.2015 13:00 (CET/CEST)","79","285"
"Czech Republic (CZ)","11.01.2015 13:00 - 11.01.2015 14:00 (CET/CEST)","79","273"
"Czech Republic (CZ)","11.01.2015 14:00 - 11.01.2015 15:00 (CET/CEST)","79","280"
"Czech Republic (CZ)","11.01.2015 15:00 - 11.01.2015 16:00 (CET/CEST)","79","281"
"Czech Republic (CZ)","11.01.2015 16:00 - 11.01.2015 17:00 (CET/CEST)","79","286"
"Czech Republic (CZ)","11.01.2015 17:00 - 11.01.2015 18:00 (CET/CEST)","80","353"
"Czech Republic (CZ)","11.01.2015 18:00 - 11.01.2015 19:00 (CET/CEST)","91","350"
"Czech Republic (CZ)","11.01.2015 19:00 - 11.01.2015 20:00 (CET/CEST)","88","351"
"Czech Republic (CZ)","11.01.2015 20:00 - 11.01.2015 21:00 (CET/CEST)","80","351"
"Czech Republic (CZ)","11.01.2015 21:00 - 11.01.2015 22:00 (CET/CEST)","77","353"
"Czech Republic (CZ)","11.01.2015 22:00 - 11.01.2015 23:00 (CET/CEST)","87","137"
"Czech Republic (CZ)","11.01.2015 23:00 - 12.01.2015 00:00 (CET/CEST)","87","134"
"Czech Republic (CZ)","12.01.2015 00:00 - 12.01.2015 01:00 (CET/CEST)","87","137"
"Czech Republic (CZ)","12.01.2015 01:00 - 12.01.2015 02:00 (CET/CEST)","87","139"
"Czech Republic (CZ)","12.01.2015 02:00 - 12.01.2015 03:00 (CET/CEST)","87","137"
