"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"France (FR)","04.01.2015 04:00 - 04.01.2015 05:00 (UTC)","3380","181"
"France (FR)","04.01.2015 05:00 - 04.01.2015 06:00 (UTC)","3480","144"
"France (FR)","04.01.2015 06:00 - 04.01.2015 07:00 (UTC)","3734","142"
"France (FR)","04.01.2015 07:00 - 04.01.2015 08:00 (UTC)","3924","269"
"France (FR)","04.01.2015 08:00 - 04.01.2015 09:00 (UTC)","4252","256"
"France (FR)","04.01.2015 09:00 - 04.01.2015 10:00 (UTC)","4662","508"
"France (FR)","04.01.2015 10:00 - 04.01.2015 11:00 (UTC)","4944","741"
"France (FR)","04.01.2015 11:00 - 04.01.2015 12:00 (UTC)","4981","1256"
"France (FR)","04.01.2015 12:00 - 04.01.2015 13:00 (UTC)","4793","1420"
"France (FR)","04.01.2015 13:00 - 04.01.2015 14:00 (UTC)","4693","624"
"France (FR)","04.01.2015 14:00 - 04.01.2015 15:00 (UTC)","4574","493"
"France (FR)","04.01.2015 15:00 - 04.01.2015 16:00 (UTC)","4624","551"
"France (FR)","04.01.2015 16:00 - 04.01.2015 17:00 (UTC)","4926","1730"
"France (FR)","04.01.2015 17:00 - 04.01.2015 18:00 (UTC)","5515","4598"
"France (FR)","04.01.2015 18:00 - 04.01.2015 19:00 (UTC)","5677","5327"
"France (FR)","04.01.2015 19:00 - 04.01.2015 20:00 (UTC)","5468","3517"
"France (FR)","04.01.2015 20:00 - 04.01.2015 21:00 (UTC)","5268","1948"
"France (FR)","04.01.2015 21:00 - 04.01.2015 22:00 (UTC)","5356","2337"
"France (FR)","04.01.2015 22:00 - 04.01.2015 23:00 (UTC)","5445","2140"
"France (FR)","04.01.2015 23:00 - 05.01.2015 00:00 (UTC)","5271","819"
"France (FR)","05.01.2015 00:00 - 05.01.2015 01:00 (UTC)","5116","714"
"France (FR)","05.01.2015 01:00 - 05.01.2015 02:00 (UTC)","5024","624"
"France (FR)","05.01.2015 02:00 - 05.01.2015 03:00 (UTC)","4883","515"
"France (FR)","05.01.2015 03:00 - 05.01.2015 04:00 (UTC)","4819","481"
"France (FR)","05.01.2015 04:00 - 05.01.2015 05:00 (UTC)","4885","746"
"France (FR)","05.01.2015 05:00 - 05.01.2015 06:00 (UTC)","5121","1773"
"France (FR)","05.01.2015 06:00 - 05.01.2015 07:00 (UTC)","5624","3577"
"France (FR)","05.01.2015 07:00 - 05.01.2015 08:00 (UTC)","5862","3751"
"France (FR)","05.01.2015 08:00 - 05.01.2015 09:00 (UTC)","5940","3084"
"France (FR)","05.01.2015 09:00 - 05.01.2015 10:00 (UTC)","5962","2928"
"France (FR)","05.01.2015 10:00 - 05.01.2015 11:00 (UTC)","6131","2875"
"France (FR)","05.01.2015 11:00 - 05.01.2015 12:00 (UTC)","6004","2916"
"France (FR)","05.01.2015 12:00 - 05.01.2015 13:00 (UTC)","5779","2521"
"France (FR)","05.01.2015 13:00 - 05.01.2015 14:00 (UTC)","5654","2574"
"France (FR)","05.01.2015 14:00 - 05.01.2015 15:00 (UTC)","5539","1955"
"France (FR)","05.01.2015 15:00 - 05.01.2015 16:00 (UTC)","5506","1914"
"France (FR)","05.01.2015 16:00 - 05.01.2015 17:00 (UTC)","5960","6020"
"France (FR)","05.01.2015 17:00 - 05.01.2015 18:00 (UTC)","6345","7334"
"France (FR)","05.01.2015 18:00 - 05.01.2015 19:00 (UTC)","6420","7031"
"France (FR)","05.01.2015 19:00 - 05.01.2015 20:00 (UTC)","6024","4701"
"France (FR)","05.01.2015 20:00 - 05.01.2015 21:00 (UTC)","5629","2156"
"France (FR)","05.01.2015 21:00 - 05.01.2015 22:00 (UTC)","5631","2898"
"France (FR)","05.01.2015 22:00 - 05.01.2015 23:00 (UTC)","5691","3080"
"France (FR)","05.01.2015 23:00 - 06.01.2015 00:00 (UTC)","5412","1707"
"France (FR)","06.01.2015 00:00 - 06.01.2015 01:00 (UTC)","5214","1023"
"France (FR)","06.01.2015 01:00 - 06.01.2015 02:00 (UTC)","5154","928"
"France (FR)","06.01.2015 02:00 - 06.01.2015 03:00 (UTC)","5099","687"
"France (FR)","06.01.2015 03:00 - 06.01.2015 04:00 (UTC)","4982","596"
"France (FR)","06.01.2015 04:00 - 06.01.2015 05:00 (UTC)","4961","1077"
"France (FR)","06.01.2015 05:00 - 06.01.2015 06:00 (UTC)","5155","2199"
"France (FR)","06.01.2015 06:00 - 06.01.2015 07:00 (UTC)","5580","4474"
"France (FR)","06.01.2015 07:00 - 06.01.2015 08:00 (UTC)","5857","4896"
"France (FR)","06.01.2015 08:00 - 06.01.2015 09:00 (UTC)","6005","5571"
"France (FR)","06.01.2015 09:00 - 06.01.2015 10:00 (UTC)","6101","5222"
"France (FR)","06.01.2015 10:00 - 06.01.2015 11:00 (UTC)","6067","4532"
"France (FR)","06.01.2015 11:00 - 06.01.2015 12:00 (UTC)","6009","4124"
"France (FR)","06.01.2015 12:00 - 06.01.2015 13:00 (UTC)","5904","3101"
"France (FR)","06.01.2015 13:00 - 06.01.2015 14:00 (UTC)","5681","2767"
"France (FR)","06.01.2015 14:00 - 06.01.2015 15:00 (UTC)","5646","2788"
"France (FR)","06.01.2015 15:00 - 06.01.2015 16:00 (UTC)","5512","2868"
"France (FR)","06.01.2015 16:00 - 06.01.2015 17:00 (UTC)","5857","4796"
"France (FR)","06.01.2015 17:00 - 06.01.2015 18:00 (UTC)","6322","6911"
"France (FR)","06.01.2015 18:00 - 06.01.2015 19:00 (UTC)","6466","6790"
"France (FR)","06.01.2015 19:00 - 06.01.2015 20:00 (UTC)","6061","4492"
"France (FR)","06.01.2015 20:00 - 06.01.2015 21:00 (UTC)","5631","1957"
"France (FR)","06.01.2015 21:00 - 06.01.2015 22:00 (UTC)","5557","2119"
"France (FR)","06.01.2015 22:00 - 06.01.2015 23:00 (UTC)","5642","2049"
"France (FR)","06.01.2015 23:00 - 07.01.2015 00:00 (UTC)","5444","1126"
"France (FR)","07.01.2015 00:00 - 07.01.2015 01:00 (UTC)","5200","878"
"France (FR)","07.01.2015 01:00 - 07.01.2015 02:00 (UTC)","5049","931"
"France (FR)","07.01.2015 02:00 - 07.01.2015 03:00 (UTC)","4964","787"
"France (FR)","07.01.2015 03:00 - 07.01.2015 04:00 (UTC)","4859","711"
"France (FR)","07.01.2015 04:00 - 07.01.2015 05:00 (UTC)","4819","826"
"France (FR)","07.01.2015 05:00 - 07.01.2015 06:00 (UTC)","5128","2960"
"France (FR)","07.01.2015 06:00 - 07.01.2015 07:00 (UTC)","5649","5491"
"France (FR)","07.01.2015 07:00 - 07.01.2015 08:00 (UTC)","6028","6609"
"France (FR)","07.01.2015 08:00 - 07.01.2015 09:00 (UTC)","6198","5952"
"France (FR)","07.01.2015 09:00 - 07.01.2015 10:00 (UTC)","6184","5281"
"France (FR)","07.01.2015 10:00 - 07.01.2015 11:00 (UTC)","6034","4947"
"France (FR)","07.01.2015 11:00 - 07.01.2015 12:00 (UTC)","6050","4506"
"France (FR)","07.01.2015 12:00 - 07.01.2015 13:00 (UTC)","5832","3656"
"France (FR)","07.01.2015 13:00 - 07.01.2015 14:00 (UTC)","5582","3013"
"France (FR)","07.01.2015 14:00 - 07.01.2015 15:00 (UTC)","5542","2463"
"France (FR)","07.01.2015 15:00 - 07.01.2015 16:00 (UTC)","5594","2644"
"France (FR)","07.01.2015 16:00 - 07.01.2015 17:00 (UTC)","5737","5052"
"France (FR)","07.01.2015 17:00 - 07.01.2015 18:00 (UTC)","6235","5790"
"France (FR)","07.01.2015 18:00 - 07.01.2015 19:00 (UTC)","5984","4503"
"France (FR)","07.01.2015 19:00 - 07.01.2015 20:00 (UTC)","5539","2237"
"France (FR)","07.01.2015 20:00 - 07.01.2015 21:00 (UTC)","5243","1797"
"France (FR)","07.01.2015 21:00 - 07.01.2015 22:00 (UTC)","5083","2284"
"France (FR)","07.01.2015 22:00 - 07.01.2015 23:00 (UTC)","5095","2065"
"France (FR)","07.01.2015 23:00 - 08.01.2015 00:00 (UTC)","4942","1442"
"France (FR)","08.01.2015 00:00 - 08.01.2015 01:00 (UTC)","4732","1000"
"France (FR)","08.01.2015 01:00 - 08.01.2015 02:00 (UTC)","4698","1097"
"France (FR)","08.01.2015 02:00 - 08.01.2015 03:00 (UTC)","4645","973"
"France (FR)","08.01.2015 03:00 - 08.01.2015 04:00 (UTC)","4592","790"
"France (FR)","08.01.2015 04:00 - 08.01.2015 05:00 (UTC)","4526","835"
"France (FR)","08.01.2015 05:00 - 08.01.2015 06:00 (UTC)","4713","1130"
"France (FR)","08.01.2015 06:00 - 08.01.2015 07:00 (UTC)","5210","3868"
"France (FR)","08.01.2015 07:00 - 08.01.2015 08:00 (UTC)","5496","4442"
"France (FR)","08.01.2015 08:00 - 08.01.2015 09:00 (UTC)","5605","3860"
"France (FR)","08.01.2015 09:00 - 08.01.2015 10:00 (UTC)","5444","3723"
"France (FR)","08.01.2015 10:00 - 08.01.2015 11:00 (UTC)","5457","3572"
"France (FR)","08.01.2015 11:00 - 08.01.2015 12:00 (UTC)","5501","3232"
"France (FR)","08.01.2015 12:00 - 08.01.2015 13:00 (UTC)","5335","2531"
"France (FR)","08.01.2015 13:00 - 08.01.2015 14:00 (UTC)","5079","1988"
"France (FR)","08.01.2015 14:00 - 08.01.2015 15:00 (UTC)","5056","1642"
"France (FR)","08.01.2015 15:00 - 08.01.2015 16:00 (UTC)","5048","1456"
"France (FR)","08.01.2015 16:00 - 08.01.2015 17:00 (UTC)","5404","3357"
"France (FR)","08.01.2015 17:00 - 08.01.2015 18:00 (UTC)","5733","5526"
"France (FR)","08.01.2015 18:00 - 08.01.2015 19:00 (UTC)","5705","4687"
"France (FR)","08.01.2015 19:00 - 08.01.2015 20:00 (UTC)","5139","2430"
"France (FR)","08.01.2015 20:00 - 08.01.2015 21:00 (UTC)","4848","1393"
"France (FR)","08.01.2015 21:00 - 08.01.2015 22:00 (UTC)","4899","1742"
"France (FR)","08.01.2015 22:00 - 08.01.2015 23:00 (UTC)","4929","2050"
"France (FR)","08.01.2015 23:00 - 09.01.2015 00:00 (UTC)","4750","1906"
"France (FR)","09.01.2015 00:00 - 09.01.2015 01:00 (UTC)","4586","1288"
"France (FR)","09.01.2015 01:00 - 09.01.2015 02:00 (UTC)","4466","1239"
"France (FR)","09.01.2015 02:00 - 09.01.2015 03:00 (UTC)","4431","864"
"France (FR)","09.01.2015 03:00 - 09.01.2015 04:00 (UTC)","4460","797"
"France (FR)","09.01.2015 04:00 - 09.01.2015 05:00 (UTC)","4462","1005"
"France (FR)","09.01.2015 05:00 - 09.01.2015 06:00 (UTC)","4577","1831"
"France (FR)","09.01.2015 06:00 - 09.01.2015 07:00 (UTC)","5232","4392"
"France (FR)","09.01.2015 07:00 - 09.01.2015 08:00 (UTC)","5627","5926"
"France (FR)","09.01.2015 08:00 - 09.01.2015 09:00 (UTC)","5762","5861"
"France (FR)","09.01.2015 09:00 - 09.01.2015 10:00 (UTC)","5670","5233"
"France (FR)","09.01.2015 10:00 - 09.01.2015 11:00 (UTC)","5541","5383"
"France (FR)","09.01.2015 11:00 - 09.01.2015 12:00 (UTC)","5490","4860"
"France (FR)","09.01.2015 12:00 - 09.01.2015 13:00 (UTC)","5389","3351"
"France (FR)","09.01.2015 13:00 - 09.01.2015 14:00 (UTC)","5018","2320"
"France (FR)","09.01.2015 14:00 - 09.01.2015 15:00 (UTC)","4963","1673"
"France (FR)","09.01.2015 15:00 - 09.01.2015 16:00 (UTC)","4975","1763"
"France (FR)","09.01.2015 16:00 - 09.01.2015 17:00 (UTC)","4968","2173"
"France (FR)","09.01.2015 17:00 - 09.01.2015 18:00 (UTC)","5534","4347"
"France (FR)","09.01.2015 18:00 - 09.01.2015 19:00 (UTC)","5568","3620"
"France (FR)","09.01.2015 19:00 - 09.01.2015 20:00 (UTC)","5029","1795"
"France (FR)","09.01.2015 20:00 - 09.01.2015 21:00 (UTC)","4756","1049"
"France (FR)","09.01.2015 21:00 - 09.01.2015 22:00 (UTC)","4740","1091"
"France (FR)","09.01.2015 22:00 - 09.01.2015 23:00 (UTC)","4661","1045"
"France (FR)","09.01.2015 23:00 - 10.01.2015 00:00 (UTC)","4508","729"
"France (FR)","10.01.2015 00:00 - 10.01.2015 01:00 (UTC)","4446","515"
"France (FR)","10.01.2015 01:00 - 10.01.2015 02:00 (UTC)","4254","429"
"France (FR)","10.01.2015 02:00 - 10.01.2015 03:00 (UTC)","4079","293"
"France (FR)","10.01.2015 03:00 - 10.01.2015 04:00 (UTC)","4057","307"
"France (FR)","10.01.2015 04:00 - 10.01.2015 05:00 (UTC)","4078","351"
"France (FR)","10.01.2015 05:00 - 10.01.2015 06:00 (UTC)","4122","498"
"France (FR)","10.01.2015 06:00 - 10.01.2015 07:00 (UTC)","4327","588"
"France (FR)","10.01.2015 07:00 - 10.01.2015 08:00 (UTC)","4451","549"
"France (FR)","10.01.2015 08:00 - 10.01.2015 09:00 (UTC)","4509","919"
"France (FR)","10.01.2015 09:00 - 10.01.2015 10:00 (UTC)","4548","866"
"France (FR)","10.01.2015 10:00 - 10.01.2015 11:00 (UTC)","4471","981"
"France (FR)","10.01.2015 11:00 - 10.01.2015 12:00 (UTC)","4523","1589"
"France (FR)","10.01.2015 12:00 - 10.01.2015 13:00 (UTC)","4388","1000"
"France (FR)","10.01.2015 13:00 - 10.01.2015 14:00 (UTC)","4279","667"
"France (FR)","10.01.2015 14:00 - 10.01.2015 15:00 (UTC)","4174","535"
"France (FR)","10.01.2015 15:00 - 10.01.2015 16:00 (UTC)","4309","637"
"France (FR)","10.01.2015 16:00 - 10.01.2015 17:00 (UTC)","4598","846"
"France (FR)","10.01.2015 17:00 - 10.01.2015 18:00 (UTC)","4853","1665"
"France (FR)","10.01.2015 18:00 - 10.01.2015 19:00 (UTC)","4934","2053"
"France (FR)","10.01.2015 19:00 - 10.01.2015 20:00 (UTC)","4604","1204"
"France (FR)","10.01.2015 20:00 - 10.01.2015 21:00 (UTC)","4426","682"
"France (FR)","10.01.2015 21:00 - 10.01.2015 22:00 (UTC)","4376","1484"
"France (FR)","10.01.2015 22:00 - 10.01.2015 23:00 (UTC)","4370","2965"
"France (FR)","10.01.2015 23:00 - 11.01.2015 00:00 (UTC)","4203","1645"
"France (FR)","11.01.2015 00:00 - 11.01.2015 01:00 (UTC)","4009","766"
"France (FR)","11.01.2015 01:00 - 11.01.2015 02:00 (UTC)","3906","518"
"France (FR)","11.01.2015 02:00 - 11.01.2015 03:00 (UTC)","3769","446"
"France (FR)","11.01.2015 03:00 - 11.01.2015 04:00 (UTC)","3638","358"
"France (FR)","11.01.2015 04:00 - 11.01.2015 05:00 (UTC)","3607","363"
"France (FR)","11.01.2015 05:00 - 11.01.2015 06:00 (UTC)","3658","452"
"France (FR)","11.01.2015 06:00 - 11.01.2015 07:00 (UTC)","3879","496"
"France (FR)","11.01.2015 07:00 - 11.01.2015 08:00 (UTC)","4134","464"
"France (FR)","11.01.2015 08:00 - 11.01.2015 09:00 (UTC)","4303","496"
"France (FR)","11.01.2015 09:00 - 11.01.2015 10:00 (UTC)","4368","700"
"France (FR)","11.01.2015 10:00 - 11.01.2015 11:00 (UTC)","4380","1171"
"France (FR)","11.01.2015 11:00 - 11.01.2015 12:00 (UTC)","4361","1528"
"France (FR)","11.01.2015 12:00 - 11.01.2015 13:00 (UTC)","4247","745"
"France (FR)","11.01.2015 13:00 - 11.01.2015 14:00 (UTC)","4175","470"
"France (FR)","11.01.2015 14:00 - 11.01.2015 15:00 (UTC)","4237","438"
"France (FR)","11.01.2015 15:00 - 11.01.2015 16:00 (UTC)","4311","524"
"France (FR)","11.01.2015 16:00 - 11.01.2015 17:00 (UTC)","4520","1236"
"France (FR)","11.01.2015 17:00 - 11.01.2015 18:00 (UTC)","4872","4363"
"France (FR)","11.01.2015 18:00 - 11.01.2015 19:00 (UTC)","5070","4773"
"France (FR)","11.01.2015 19:00 - 11.01.2015 20:00 (UTC)","4819","3183"
"France (FR)","11.01.2015 20:00 - 11.01.2015 21:00 (UTC)","4630","1612"
"France (FR)","11.01.2015 21:00 - 11.01.2015 22:00 (UTC)","4572","2029"
"France (FR)","11.01.2015 22:00 - 11.01.2015 23:00 (UTC)","4598","2632"
"France (FR)","11.01.2015 23:00 - 12.01.2015 00:00 (UTC)","4416","1122"
"France (FR)","12.01.2015 00:00 - 12.01.2015 01:00 (UTC)","4108","654"
"France (FR)","12.01.2015 01:00 - 12.01.2015 02:00 (UTC)","4026","501"
"France (FR)","12.01.2015 02:00 - 12.01.2015 03:00 (UTC)","3930","436"
"France (FR)","12.01.2015 03:00 - 12.01.2015 04:00 (UTC)","4025","511"
"France (FR)","12.01.2015 04:00 - 12.01.2015 05:00 (UTC)","4251","762"
"France (FR)","12.01.2015 05:00 - 12.01.2015 06:00 (UTC)","4570","1603"
"France (FR)","12.01.2015 06:00 - 12.01.2015 07:00 (UTC)","5222","5209"
"France (FR)","12.01.2015 07:00 - 12.01.2015 08:00 (UTC)","5627","6300"
"France (FR)","12.01.2015 08:00 - 12.01.2015 09:00 (UTC)","5734","6369"
"France (FR)","12.01.2015 09:00 - 12.01.2015 10:00 (UTC)","5810","5390"
"France (FR)","12.01.2015 10:00 - 12.01.2015 11:00 (UTC)","5770","4859"
"France (FR)","12.01.2015 11:00 - 12.01.2015 12:00 (UTC)","5532","4182"
"France (FR)","12.01.2015 12:00 - 12.01.2015 13:00 (UTC)","5245","3250"
"France (FR)","12.01.2015 13:00 - 12.01.2015 14:00 (UTC)","4975","2633"
"France (FR)","12.01.2015 14:00 - 12.01.2015 15:00 (UTC)","4964","1662"
"France (FR)","12.01.2015 15:00 - 12.01.2015 16:00 (UTC)","5154","2047"
"France (FR)","12.01.2015 16:00 - 12.01.2015 17:00 (UTC)","5476","3456"
"France (FR)","12.01.2015 17:00 - 12.01.2015 18:00 (UTC)","5934","6281"
"France (FR)","12.01.2015 18:00 - 12.01.2015 19:00 (UTC)","5914","5955"
"France (FR)","12.01.2015 19:00 - 12.01.2015 20:00 (UTC)","5450","3538"
"France (FR)","12.01.2015 20:00 - 12.01.2015 21:00 (UTC)","5070","1867"
"France (FR)","12.01.2015 21:00 - 12.01.2015 22:00 (UTC)","4952","2284"
"France (FR)","12.01.2015 22:00 - 12.01.2015 23:00 (UTC)","4860","2215"
"France (FR)","12.01.2015 23:00 - 13.01.2015 00:00 (UTC)","4773","1406"
"France (FR)","13.01.2015 00:00 - 13.01.2015 01:00 (UTC)","4604","928"
"France (FR)","13.01.2015 01:00 - 13.01.2015 02:00 (UTC)","4518","1027"
"France (FR)","13.01.2015 02:00 - 13.01.2015 03:00 (UTC)","4572","834"
"France (FR)","13.01.2015 03:00 - 13.01.2015 04:00 (UTC)","4610","559"
"France (FR)","13.01.2015 04:00 - 13.01.2015 05:00 (UTC)","4685","805"
"France (FR)","13.01.2015 05:00 - 13.01.2015 06:00 (UTC)","4939","1644"
"France (FR)","13.01.2015 06:00 - 13.01.2015 07:00 (UTC)","5485","4355"
"France (FR)","13.01.2015 07:00 - 13.01.2015 08:00 (UTC)","5831","5908"
"France (FR)","13.01.2015 08:00 - 13.01.2015 09:00 (UTC)","5921","6482"
"France (FR)","13.01.2015 09:00 - 13.01.2015 10:00 (UTC)","5874","5451"
"France (FR)","13.01.2015 10:00 - 13.01.2015 11:00 (UTC)","5844","5110"
"France (FR)","13.01.2015 11:00 - 13.01.2015 12:00 (UTC)","5869","4759"
"France (FR)","13.01.2015 12:00 - 13.01.2015 13:00 (UTC)","5548","4057"
"France (FR)","13.01.2015 13:00 - 13.01.2015 14:00 (UTC)","5129","2900"
"France (FR)","13.01.2015 14:00 - 13.01.2015 15:00 (UTC)","4966","2038"
"France (FR)","13.01.2015 15:00 - 13.01.2015 16:00 (UTC)","5077","1910"
"France (FR)","13.01.2015 16:00 - 13.01.2015 17:00 (UTC)","5351","3818"
"France (FR)","13.01.2015 17:00 - 13.01.2015 18:00 (UTC)","5819","5636"
"France (FR)","13.01.2015 18:00 - 13.01.2015 19:00 (UTC)","5805","4702"
"France (FR)","13.01.2015 19:00 - 13.01.2015 20:00 (UTC)","5406","2845"
"France (FR)","13.01.2015 20:00 - 13.01.2015 21:00 (UTC)","5120","1422"
"France (FR)","13.01.2015 21:00 - 13.01.2015 22:00 (UTC)","4989","1548"
"France (FR)","13.01.2015 22:00 - 13.01.2015 23:00 (UTC)","4861","1424"
"France (FR)","13.01.2015 23:00 - 14.01.2015 00:00 (UTC)","4704","989"
"France (FR)","14.01.2015 00:00 - 14.01.2015 01:00 (UTC)","4562","744"
"France (FR)","14.01.2015 01:00 - 14.01.2015 02:00 (UTC)","4471","699"
"France (FR)","14.01.2015 02:00 - 14.01.2015 03:00 (UTC)","4415","513"
"France (FR)","14.01.2015 03:00 - 14.01.2015 04:00 (UTC)","4474","588"
"France (FR)","14.01.2015 04:00 - 14.01.2015 05:00 (UTC)","4636","777"
