"Area","MTU","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]"
"United Kingdom (UK)","01.01.2015 11:30 - 01.01.2015 12:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 12:00 - 01.01.2015 12:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 12:30 - 01.01.2015 13:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 13:00 - 01.01.2015 13:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 13:30 - 01.01.2015 14:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 14:00 - 01.01.2015 14:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 14:30 - 01.01.2015 15:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 15:00 - 01.01.2015 15:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 15:30 - 01.01.2015 16:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 16:00 - 01.01.2015 16:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 16:30 - 01.01.2015 17:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 17:00 - 01.01.2015 17:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 17:30 - 01.01.2015 18:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 18:00 - 01.01.2015 18:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 18:30 - 01.01.2015 19:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 19:00 - 01.01.2015 19:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 19:30 - 01.01.2015 20:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 20:00 - 01.01.2015 20:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 20:30 - 01.01.2015 21:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 21:00 - 01.01.2015 21:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 21:30 - 01.01.2015 22:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 22:00 - 01.01.2015 22:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 22:30 - 01.01.2015 23:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 23:00 - 01.01.2015 23:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","01.01.2015 23:30 - 02.01.2015 00:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 00:00 - 02.01.2015 00:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 00:30 - 02.01.2015 01:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 01:00 - 02.01.2015 01:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 01:30 - 02.01.2015 02:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 02:00 - 02.01.2015 02:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 02:30 - 02.01.2015 03:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 03:00 - 02.01.2015 03:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 03:30 - 02.01.2015 04:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 04:00 - 02.01.2015 04:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 04:30 - 02.01.2015 05:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 05:00 - 02.01.2015 05:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 05:30 - 02.01.2015 06:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 06:00 - 02.01.2015 06:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 06:30 - 02.01.2015 07:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 07:00 - 02.01.2015 07:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 07:30 - 02.01.2015 08:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 08:00 - 02.01.2015 08:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 08:30 - 02.01.2015 09:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 09:00 - 02.01.2015 09:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 09:30 - 02.01.2015 10:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 10:00 - 02.01.2015 10:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 10:30 - 02.01.2015 11:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 11:00 - 02.01.2015 11:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 11:30 - 02.01.2015 12:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 12:00 - 02.01.2015 12:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 12:30 - 02.01.2015 13:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 13:00 - 02.01.2015 13:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 13:30 - 02.01.2015 14:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 14:00 - 02.01.2015 14:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 14:30 - 02.01.2015 15:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 15:00 - 02.01.2015 15:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 15:30 - 02.01.2015 16:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 16:00 - 02.01.2015 16:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 16:30 - 02.01.2015 17:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 17:00 - 02.01.2015 17:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 17:30 - 02.01.2015 18:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 18:00 - 02.01.2015 18:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 18:30 - 02.01.2015 19:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 19:00 - 02.01.2015 19:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 19:30 - 02.01.2015 20:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 20:00 - 02.01.2015 20:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 20:30 - 02.01.2015 21:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 21:00 - 02.01.2015 21:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 21:30 - 02.01.2015 22:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 22:00 - 02.01.2015 22:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 22:30 - 02.01.2015 23:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 23:00 - 02.01.2015 23:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","02.01.2015 23:30 - 03.01.2015 00:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 00:00 - 03.01.2015 00:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 00:30 - 03.01.2015 01:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 01:00 - 03.01.2015 01:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 01:30 - 03.01.2015 02:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 02:00 - 03.01.2015 02:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 02:30 - 03.01.2015 03:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 03:00 - 03.01.2015 03:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 03:30 - 03.01.2015 04:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 04:00 - 03.01.2015 04:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 04:30 - 03.01.2015 05:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 05:00 - 03.01.2015 05:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 05:30 - 03.01.2015 06:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 06:00 - 03.01.2015 06:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 06:30 - 03.01.2015 07:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 07:00 - 03.01.2015 07:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 07:30 - 03.01.2015 08:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 08:00 - 03.01.2015 08:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 08:30 - 03.01.2015 09:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 09:00 - 03.01.2015 09:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 09:30 - 03.01.2015 10:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 10:00 - 03.01.2015 10:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 10:30 - 03.01.2015 11:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 11:00 - 03.01.2015 11:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 11:30 - 03.01.2015 12:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 12:00 - 03.01.2015 12:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 12:30 - 03.01.2015 13:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 13:00 - 03.01.2015 13:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 13:30 - 03.01.2015 14:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 14:00 - 03.01.2015 14:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 14:30 - 03.01.2015 15:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 15:00 - 03.01.2015 15:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 15:30 - 03.01.2015 16:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 16:00 - 03.01.2015 16:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 16:30 - 03.01.2015 17:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 17:00 - 03.01.2015 17:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 17:30 - 03.01.2015 18:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 18:00 - 03.01.2015 18:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 18:30 - 03.01.2015 19:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 19:00 - 03.01.2015 19:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 19:30 - 03.01.2015 20:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 20:00 - 03.01.2015 20:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 20:30 - 03.01.2015 21:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 21:00 - 03.01.2015 21:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 21:30 - 03.01.2015 22:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 22:00 - 03.01.2015 22:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 22:30 - 03.01.2015 23:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 23:00 - 03.01.2015 23:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","03.01.2015 23:30 - 04.01.2015 00:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 00:00 - 04.01.2015 00:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 00:30 - 04.01.2015 01:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 01:00 - 04.01.2015 01:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 01:30 - 04.01.2015 02:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 02:00 - 04.01.2015 02:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 02:30 - 04.01.2015 03:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 03:00 - 04.01.2015 03:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 03:30 - 04.01.2015 04:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 04:00 - 04.01.2015 04:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 04:30 - 04.01.2015 05:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 05:00 - 04.01.2015 05:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 05:30 - 04.01.2015 06:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 06:00 - 04.01.2015 06:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 06:30 - 04.01.2015 07:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 07:00 - 04.01.2015 07:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 07:30 - 04.01.2015 08:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 08:00 - 04.01.2015 08:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 08:30 - 04.01.2015 09:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 09:00 - 04.01.2015 09:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 09:30 - 04.01.2015 10:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 10:00 - 04.01.2015 10:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 10:30 - 04.01.2015 11:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 11:00 - 04.01.2015 11:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 11:30 - 04.01.2015 12:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 12:00 - 04.01.2015 12:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 12:30 - 04.01.2015 13:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 13:00 - 04.01.2015 13:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 13:30 - 04.01.2015 14:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 14:00 - 04.01.2015 14:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 14:30 - 04.01.2015 15:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 15:00 - 04.01.2015 15:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 15:30 - 04.01.2015 16:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 16:00 - 04.01.2015 16:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 16:30 - 04.01.2015 17:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 17:00 - 04.01.2015 17:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 17:30 - 04.01.2015 18:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 18:00 - 04.01.2015 18:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 18:30 - 04.01.2015 19:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 19:00 - 04.01.2015 19:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 19:30 - 04.01.2015 20:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 20:00 - 04.01.2015 20:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 20:30 - 04.01.2015 21:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 21:00 - 04.01.2015 21:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 21:30 - 04.01.2015 22:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 22:00 - 04.01.2015 22:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 22:30 - 04.01.2015 23:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 23:00 - 04.01.2015 23:30 (UTC)","N/A","n/e"
"United Kingdom (UK)","04.01.2015 23:30 - 05.01.2015 00:00 (UTC)","N/A","n/e"
"United Kingdom (UK)","05.01.2015 00:00 - 05.01.2015 00:30 (UTC)","725","n/e"
"United Kingdom (UK)","05.01.2015 00:30 - 05.01.2015 01:00 (UTC)","722","n/e"
"United Kingdom (UK)","05.01.2015 01:00 - 05.01.2015 01:30 (UTC)","627","n/e"
"United Kingdom (UK)","05.01.2015 01:30 - 05.01.2015 02:00 (UTC)","626","n/e"
"United Kingdom (UK)","05.01.2015 02:00 - 05.01.2015 02:30 (UTC)","610","n/e"
"United Kingdom (UK)","05.01.2015 02:30 - 05.01.2015 03:00 (UTC)","616","n/e"
"United Kingdom (UK)","05.01.2015 03:00 - 05.01.2015 03:30 (UTC)","625","n/e"
"United Kingdom (UK)","05.01.2015 03:30 - 05.01.2015 04:00 (UTC)","627","n/e"
"United Kingdom (UK)","05.01.2015 04:00 - 05.01.2015 04:30 (UTC)","627","n/e"
"United Kingdom (UK)","05.01.2015 04:30 - 05.01.2015 05:00 (UTC)","619","n/e"
"United Kingdom (UK)","05.01.2015 05:00 - 05.01.2015 05:30 (UTC)","630","n/e"
"United Kingdom (UK)","05.01.2015 05:30 - 05.01.2015 06:00 (UTC)","630","n/e"
"United Kingdom (UK)","05.01.2015 06:00 - 05.01.2015 06:30 (UTC)","641","n/e"
"United Kingdom (UK)","05.01.2015 06:30 - 05.01.2015 07:00 (UTC)","654","n/e"
"United Kingdom (UK)","05.01.2015 07:00 - 05.01.2015 07:30 (UTC)","749","n/e"
"United Kingdom (UK)","05.01.2015 07:30 - 05.01.2015 08:00 (UTC)","758","n/e"
"United Kingdom (UK)","05.01.2015 08:00 - 05.01.2015 08:30 (UTC)","764","n/e"
"United Kingdom (UK)","05.01.2015 08:30 - 05.01.2015 09:00 (UTC)","766","n/e"
"United Kingdom (UK)","05.01.2015 09:00 - 05.01.2015 09:30 (UTC)","870","n/e"
"United Kingdom (UK)","05.01.2015 09:30 - 05.01.2015 10:00 (UTC)","855","n/e"
"United Kingdom (UK)","05.01.2015 10:00 - 05.01.2015 10:30 (UTC)","882","n/e"
"United Kingdom (UK)","05.01.2015 10:30 - 05.01.2015 11:00 (UTC)","918","n/e"
"United Kingdom (UK)","05.01.2015 11:00 - 05.01.2015 11:30 (UTC)","969","n/e"
"United Kingdom (UK)","05.01.2015 11:30 - 05.01.2015 12:00 (UTC)","960","n/e"
"United Kingdom (UK)","05.01.2015 12:00 - 05.01.2015 12:30 (UTC)","988","n/e"
"United Kingdom (UK)","05.01.2015 12:30 - 05.01.2015 13:00 (UTC)","981","n/e"
"United Kingdom (UK)","05.01.2015 13:00 - 05.01.2015 13:30 (UTC)","824","n/e"
"United Kingdom (UK)","05.01.2015 13:30 - 05.01.2015 14:00 (UTC)","823","n/e"
"United Kingdom (UK)","05.01.2015 14:00 - 05.01.2015 14:30 (UTC)","822","n/e"
"United Kingdom (UK)","05.01.2015 14:30 - 05.01.2015 15:00 (UTC)","827","n/e"
"United Kingdom (UK)","05.01.2015 15:00 - 05.01.2015 15:30 (UTC)","861","n/e"
"United Kingdom (UK)","05.01.2015 15:30 - 05.01.2015 16:00 (UTC)","889","n/e"
"United Kingdom (UK)","05.01.2015 16:00 - 05.01.2015 16:30 (UTC)","931","n/e"
"United Kingdom (UK)","05.01.2015 16:30 - 05.01.2015 17:00 (UTC)","1086","n/e"
"United Kingdom (UK)","05.01.2015 17:00 - 05.01.2015 17:30 (UTC)","1083","n/e"
"United Kingdom (UK)","05.01.2015 17:30 - 05.01.2015 18:00 (UTC)","1080","n/e"
"United Kingdom (UK)","05.01.2015 18:00 - 05.01.2015 18:30 (UTC)","1032","n/e"
"United Kingdom (UK)","05.01.2015 18:30 - 05.01.2015 19:00 (UTC)","1017","n/e"
"United Kingdom (UK)","05.01.2015 19:00 - 05.01.2015 19:30 (UTC)","1018","n/e"
"United Kingdom (UK)","05.01.2015 19:30 - 05.01.2015 20:00 (UTC)","834","n/e"
"United Kingdom (UK)","05.01.2015 20:00 - 05.01.2015 20:30 (UTC)","812","n/e"
"United Kingdom (UK)","05.01.2015 20:30 - 05.01.2015 21:00 (UTC)","821","n/e"
"United Kingdom (UK)","05.01.2015 21:00 - 05.01.2015 21:30 (UTC)","812","n/e"
"United Kingdom (UK)","05.01.2015 21:30 - 05.01.2015 22:00 (UTC)","773","n/e"
"United Kingdom (UK)","05.01.2015 22:00 - 05.01.2015 22:30 (UTC)","783","n/e"
"United Kingdom (UK)","05.01.2015 22:30 - 05.01.2015 23:00 (UTC)","811","n/e"
"United Kingdom (UK)","05.01.2015 23:00 - 05.01.2015 23:30 (UTC)","683","n/e"
"United Kingdom (UK)","05.01.2015 23:30 - 06.01.2015 00:00 (UTC)","693","n/e"
"United Kingdom (UK)","06.01.2015 00:00 - 06.01.2015 00:30 (UTC)","712","n/e"
"United Kingdom (UK)","06.01.2015 00:30 - 06.01.2015 01:00 (UTC)","713","n/e"
"United Kingdom (UK)","06.01.2015 01:00 - 06.01.2015 01:30 (UTC)","695","n/e"
"United Kingdom (UK)","06.01.2015 01:30 - 06.01.2015 02:00 (UTC)","686","n/e"
"United Kingdom (UK)","06.01.2015 02:00 - 06.01.2015 02:30 (UTC)","685","n/e"
"United Kingdom (UK)","06.01.2015 02:30 - 06.01.2015 03:00 (UTC)","684","n/e"
"United Kingdom (UK)","06.01.2015 03:00 - 06.01.2015 03:30 (UTC)","669","n/e"
"United Kingdom (UK)","06.01.2015 03:30 - 06.01.2015 04:00 (UTC)","670","n/e"
"United Kingdom (UK)","06.01.2015 04:00 - 06.01.2015 04:30 (UTC)","670","n/e"
"United Kingdom (UK)","06.01.2015 04:30 - 06.01.2015 05:00 (UTC)","655","n/e"
"United Kingdom (UK)","06.01.2015 05:00 - 06.01.2015 05:30 (UTC)","654","n/e"
"United Kingdom (UK)","06.01.2015 05:30 - 06.01.2015 06:00 (UTC)","635","n/e"
"United Kingdom (UK)","06.01.2015 06:00 - 06.01.2015 06:30 (UTC)","649","n/e"
"United Kingdom (UK)","06.01.2015 06:30 - 06.01.2015 07:00 (UTC)","666","n/e"
"United Kingdom (UK)","06.01.2015 07:00 - 06.01.2015 07:30 (UTC)","822","n/e"
"United Kingdom (UK)","06.01.2015 07:30 - 06.01.2015 08:00 (UTC)","829","n/e"
"United Kingdom (UK)","06.01.2015 08:00 - 06.01.2015 08:30 (UTC)","859","n/e"
"United Kingdom (UK)","06.01.2015 08:30 - 06.01.2015 09:00 (UTC)","874","n/e"
"United Kingdom (UK)","06.01.2015 09:00 - 06.01.2015 09:30 (UTC)","902","n/e"
"United Kingdom (UK)","06.01.2015 09:30 - 06.01.2015 10:00 (UTC)","903","n/e"
"United Kingdom (UK)","06.01.2015 10:00 - 06.01.2015 10:30 (UTC)","910","n/e"
"United Kingdom (UK)","06.01.2015 10:30 - 06.01.2015 11:00 (UTC)","911","n/e"
"United Kingdom (UK)","06.01.2015 11:00 - 06.01.2015 11:30 (UTC)","999","n/e"
"United Kingdom (UK)","06.01.2015 11:30 - 06.01.2015 12:00 (UTC)","1060","n/e"
"United Kingdom (UK)","06.01.2015 12:00 - 06.01.2015 12:30 (UTC)","1062","n/e"
"United Kingdom (UK)","06.01.2015 12:30 - 06.01.2015 13:00 (UTC)","1032","n/e"
"United Kingdom (UK)","06.01.2015 13:00 - 06.01.2015 13:30 (UTC)","854","n/e"
"United Kingdom (UK)","06.01.2015 13:30 - 06.01.2015 14:00 (UTC)","811","n/e"
"United Kingdom (UK)","06.01.2015 14:00 - 06.01.2015 14:30 (UTC)","811","n/e"
"United Kingdom (UK)","06.01.2015 14:30 - 06.01.2015 15:00 (UTC)","812","n/e"
"United Kingdom (UK)","06.01.2015 15:00 - 06.01.2015 15:30 (UTC)","811","n/e"
"United Kingdom (UK)","06.01.2015 15:30 - 06.01.2015 16:00 (UTC)","830","n/e"
"United Kingdom (UK)","06.01.2015 16:00 - 06.01.2015 16:30 (UTC)","1013","n/e"
"United Kingdom (UK)","06.01.2015 16:30 - 06.01.2015 17:00 (UTC)","1093","n/e"
"United Kingdom (UK)","06.01.2015 17:00 - 06.01.2015 17:30 (UTC)","1094","n/e"
